SET:|TTL:|PPN:|2000|4000|4170|1100|3000|3010|3120|5090|E001|7101|RVK40013|DSTATUS42001|DSTATUS42002|DSTATUS42003|5550|4020|5100|5500|RVK40011|RVK40012|RVK40014|4150|RVK40015|3100;;;;;;;;;;;;;;;
Pica2rvk-Export|1|1752461029|978-3-8325-5245-9|Modelle und Experimente im Chemieunterricht; eine Videostudie zum fachspezifischen Lehrerwissen und -handeln|Studien zum Physik- und Chemielernen$lBand 309|2021|Strübe, Martina ; ID: gnd/1229933840$BVerfasserIn$4aut|Sumfleth, Elke *1952-* ; ID: gnd/121127419$BAkademischeR BetreuerIn$4dgs|Universität Duisburg-Essen ; ID: gnd/10050375-5$BGrad-verleihende Institution$4dgg|DW 1700 [Pädagogik / Erwachsenenbildung und Jugendbildung / Außerschulische Jugendbildung / Allgemeines und Deutschland]|06-08-21 : l01|Che G 300: 15|0|false|false|false||||||||||;;;;;;;;;;;
Pica2rvk-Export|271|562965629|978-3-527-70318-0; 3-527-70318-7|Chemie im Alltag für Dummies; [was wir täglich nutzen beim Duschen, Essen und Putzen ; auf einen Blick: was in dem steckt, was uns gut schmeckt - Lebensmittelchemie; Haut und Haar gepflegt - Kosmetik-Chemie; der Fleck muss weg - Chemie im Haushalt; werden Sie zum kritischen Verbraucher]|... für Dummies|2010|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VN 9800 [Chemie und Pharmazie / Angewandte und technische Chemie / Ökologische Chemie (Ökochemie, Umweltchemie) / Chemie im Alltag / Allgemeines$AOBV]|26-03-10 : l01|Che A 10: 47|201|false|false|false|$ABVB|1. Aufl.|Alltag ; ID: gnd/4001307-8||VN 9800|Chemie und Pharmazie / Angewandte und technische Chemie / Ökologische Chemie (Ökochemie, Umweltchemie) / Chemie im Alltag / Allgemeines$AOBV|S412|||;;;;;;;
Pica2rvk-Export|272|1623004179|978-3-86523-143-7|The particulate nature of matter; diagnosis of misconceptions and their remedy in chemical education||2009|$PSileshi Yitbarek *1972-* ; ID: gnd/13732104X||||08-02-10 : l01|Che G 220: 7|0|false|false|false|Fachdidaktik ; ID: gnd/4123176-4||Teilchenmodell ; ID: gnd/4128081-7|||||||;;;;;;;;;;;
Pica2rvk-Export|273|1621485072|978-3-527-32718-8|Chemische Experimente in Schlössern, Klöstern und Museen; aus Hexenküche und Zauberlabor||2009|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VC 5100 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Allgemeine Anleitungen für das Chemische Praktikum (-) Allgemeine Laborhandbücher (-) Laboreinrichtung, Betriebssicherheit s. VB 4100 ff.]|06-11-09 : l01|Che G 360: 106|0|false|false|false||2., vollst. überarb. Aufl.|Chemie ; ID: gnd/4009816-3|||||||;;;;;;;;;;;
Pica2rvk-Export|274|1621057240|3-623-20155-3|Wasser|Experimente aus dem Küchenschrank|2009||Hell, Klaus||RB 10865 [Geografie / Nicht regional gebundene Darstellungen / Angewandte Geografie / Teilgebiete und Einzelfragen / Didaktik und Methodik der geografischen Lehre / Allgemeine Didaktik und Methodik sowie alters- und schulstufenübergreifende Werke]|19-07-12 : l01|Che G 360: 124|0|false|false|false||1. Aufl., 3. Dr.||||||||;;;;;;;;;;;;;;;
Pica2rvk-Export|275|1619852314|978-3-86523-137-6|Organic chemistry goes bilingual - bilingualer Chemieunterricht; ein bilinguales Modul zum Einstieg in die organische Chemie nach dem PIN-Konzept. Mit kommentierten Arbeitsmaterialien||2009|Brunnert, Rainer ; ID: gnd/137734484||||03-06-09 : l01|Che G 120: 53|0|false|false|false|||Zweisprachiger Unterricht ; ID: gnd/7581317-8|||||||;;;;;;;;;;;;
Pica2rvk-Export|276|1618287389|978-0-387-92674-2; 978-1-4020-7628-2|Lithium batteries; science and technology||2009||Nazri, Gholam-Abbas ; ID: gnd/1089476639$BHrsg.||VN 6060 [Chemie und Pharmazie / Angewandte und technische Chemie / Angewandte und Technische Chemie allgemein / Mineralogische Technik Flotation; Molekularsiebe Kapillarchemie / Allgemeines]|28-08-12 : l01|Che B 500: 21|202|false|false|false|Lithiumbatterie ; ID: gnd/4167901-5|1. softcover printing|||VN 6050||N336|||;;;;;;;;;;
Pica2rvk-Export|277|1616246340|978-3-527-32450-7|Experimente mit Supermarktprodukten; eine chemische Warenkunde||2009|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VC 5100 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Allgemeine Anleitungen für das Chemische Praktikum (-) Allgemeine Laborhandbücher (-) Laboreinrichtung, Betriebssicherheit s. VB 4100 ff.]|21-01-09 : l01|Che G 360: 92|0|false|false|false||3., erw. und aktualisierte Aufl.|Produkt ; ID: gnd/4139399-5||s| |a|Food industry and trade||||||;;;;;;;;;;;
Pica2rvk-Export|278|160258723X|978-3-640-52396-2|Stand der Technik und Anwendung von Superkondensatoren||2009|Jammal, Mustapha ; ID: gnd/141045671||||11-04-13 : l01|Che B 500: 25|202|false|false|false||1. Aufl.|||VN 6050||J32|||;;;;;;;;;;;;;;
"Pica2rvk-Export|279|1601062532|978-3-86523-148-2|Erprobte experimentelle Denkaufgaben für eine Arbeitsgemeinschaft ""Chemisches Experimentieren"" in den Klassenstufen 6 und 7||2009|Heimann, Rebekka||||01-02-10 : l01|Che G 360: 119|0|false|false|false|||Schuljahr 6-7 "; ID: gnd/4251212-8|||||||;;;;;;;;;;;;;;
Pica2rvk-Export|280|1376003589||GHS - Das neue Chemikalienrecht; vergleichende Gegenüberstellung mit Kommentar||2009|Müller, Norbert *1960-* ; ID: gnd/133320421|||VB 4130 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Betriebssicherheit / Chemikaliengesetz Lebensmittel- und Bedarfsgegenstände-Gesetz Gute Laborpraxis; Gefahrstoffverordnung Arzneimittelgesetz s. VR 2500 / Allgemeines]|07-05-09 : l01|Che A 250: 48|201|false|false|false||2. Aufl.|||s| |a|Hazardous substances |a|Law and legislation|VB 4130|Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Betriebssicherheit / Chemikaliengesetz Lebensmittel- und Bedarfsgegenstände-Gesetz Gute Laborpraxis; Gefahrstoffverordnung Arzneimittelgesetz s. VR 2500 / Allgemeines|M947 (2)|||;;;;;;;;;;;
Pica2rvk-Export|281|655830197|978-3-527-32292-3|Organikum; organisch-chemisches Grundpraktikum||2009||Becker, Heinz G. O. *1922-2017* ; ID: gnd/123689449||VK 5100 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Anleitungen zum Praktikum der Organischen Chemie Allgemeine Methoden in der Organischen Chemie]|23-09-13 : l01|Che E 100: 2|201|false|false|false|Präparative organische Chemie ; ID: gnd/4121505-9|23., vollständig überarb. u. aktualisierte Aufl.|Organische Chemie ; ID: gnd/4043793-0||VK 5100|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Anleitungen zum Praktikum der Organischen Chemie Allgemeine Methoden in der Organischen Chemie|B395 (23)|||;;;;;;;;;;;
Pica2rvk-Export|282|615143164|978-3-8325-2257-5|Auf dem Weg zur Förderung naturwissenschaftsspezifischer Vorstellungen von zukünftigen Chemie-Lehrenden; Chancen und Grenzen eines kombinierten theoretisch-expliziten und praktisch-reflektierten Ansatzes|Studien zum Physik- und Chemielernen$lBd. 92|2009|Bruns, Jürgen|||UB 4056 [Physik / Allgemeine Nachschlagewerke, Bibliografien, Geschichte und Philosophie der Physik / Didaktik der Physik / Fachdidaktik für den Physikunterricht an Schulen]|08-01-10 : l01|Che G 80: 6|0|false|false|false|$ABVB||Erkenntnistheorie ; ID: gnd/4070914-0|||||||;;;;;;;;;;;;;
Pica2rvk-Export|283|614026458|978-3-637-82842-1; 3-486-82842-8|Konkrete Fachdidaktik Chemie||2009||Pfeifer, Peter *1970-* ; ID: gnd/125004702$BHrsg.||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|26-09-17 : l01|Che G 10: 13|0|false|false|false|Chemieunterricht ; ID: gnd/4009832-1|Neubearb., 3. Aufl., [Nachdr.]|||s| |a|Chemistry |a|Study and teaching||||||;;;;;;;;;;;;
Pica2rvk-Export|284|608423653|978-3-11-020268-7|Chemie; eine Einführung||2009|Paetzold, Peter *1935-* ; ID: gnd/1025522494|||VC 5010 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher]|06-11-09 : l01|Che A 10: 48|201|false|false|false|||Chemie ; ID: gnd/4009816-3||VC 5010|Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Lehrbücher|P126|||;;;;;;;;;;
Pica2rvk-Export|285|60429090X|978-3-13-130884-9|Biochemie des Menschen; das Lehrbuch für das Medizinstudium||2009||Horn, Florian *1975-* ; ID: gnd/124405568||XF 1214 [Medizin / Öffentliches Gesundheitswesen / Medizinische Ausbildung / GK 1 - Gegenstandskatalog für die Ärztliche Vorprüfung (Indiv.-Sign.) / Biochemie$ABVB]|09-09-11 : l01|Che E 500: 55|201|false|false|false||4., aktualisierte und erw. Aufl.|Physiologische Chemie ; ID: gnd/4076124-1| |a|Biochemistry|WD 4010|Biologie / Biophysik, Biochemie, Physiologische Chemie / Allgemeine Biochemie, Physiologische Chemie und Bioengineering / Lehrbücher und einführende Werke|H813 (4)|||;;;;;;;;;;;;
Pica2rvk-Export|286|600536815|978-3-642-00780-4|Organische Chemie; eine Einführung für Lehramts- und Nebenfachstudenten|Springer-Lehrbuch|2009|Wollrab, Adalbert|||WF 9700 [Biologie / Biotechnologie / Lehrbücher, Nachschlage- und Tabellenwerke, Gesamt- und Kurzdarstellungen]|11-01-10 : l01|Che E 10: 59|201|false|false|false||3., erg. Aufl.|Organische Chemie ; ID: gnd/4043793-0||VK 5010|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher|W864 (3)|||;;;;;;;;;;;;;
Pica2rvk-Export|287|600249247|978-3-86523-138-3|Vitamine; ein Unterrichtskonzept für den Chemie- und Biologieunterricht||2009|Tietz, Julia ; ID: gnd/137734832||||03-06-09 : l01|Che G 160: 92|0|false|false|false|||Sekundarstufe 1 ; ID: gnd/4054365-1|||||||;;;;;;;;;;;;
Pica2rvk-Export|288|600231542|978-3-596-18590-0|Die Ordnung der Stoffe; ein Streifzug durch die Welt der chemischen Elemente|Fischer$l18590|2009|Rauchhaupt, Ulf$cvon *1964-* ; ID: gnd/120056933|||VH 5000 [Chemie und Pharmazie / Anorganische Chemie / Anorganische Chemie allgemein / Gesamtdarstellungen$Ahdub]|27-11-09 : l01|Che B 200: 85|201|false|false|false||Orig.-Ausg.|Chemisches Element ; ID: gnd/4009874-6||VH 5000|Chemie und Pharmazie / Anorganische Chemie / Anorganische Chemie allgemein / Gesamtdarstellungen$Ahdub|R241|||;;;;;;;;;;;;
Pica2rvk-Export|289|599825073|978-3-451-32280-8|Franz Frosch hat viele Fragen; chemische Phänomene mit Spaß erkunden||2009|Borgmann, Nicole ; ID: gnd/137486065|||VB 4065 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Haupt- und Grundschulen$AOBV]|29-09-09 : l01|Che G 360: 117|0|false|false|false|||Vorschulerziehung ; ID: gnd/4064016-4|||||||;;;;;;;;;;;;
Pica2rvk-Export|290|595983200|978-3-86523-132-1|Bedeutung und Notwendigkeit einer Berücksichtigung von Schülervorstellungen im Chemieunterricht; ein Unterrichtskonzept zur Vermeidung und Korrektur von Fehlvorstellungen am Beispiel der Neutralisationsthematik||2009|Dörfler, Tobias *1979-* ; ID: gnd/137748647|||DP 4600 [Pädagogik / Didaktik und Methodik des Unterrichts / Didaktik einzelner Sachgebiete und Themen / Einzelne Unterrichtsfächer / Naturwissenschaftlicher Unterricht / Allgemeines$ABVB]|18-08-09 : l01|Che G 130: 4|0|false|false|false|||Säure-Base-Theorie ; ID: gnd/4178911-8|||||||;;;;;;;;;;;;
Pica2rvk-Export|291|590286692|978-3-527-32481-1|Chemie und Literatur - ein ungewöhnlicher Flirt|Erlebnis Wissenschaft|2009|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VC 5000 [Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Gesamtdarstellungen]|06-11-09 : l01|Che A 90: 2|201|false|false|false|$ABVB|1. Aufl.|Literatur ; ID: gnd/4035964-5||VC 5000|Chemie und Pharmazie / Allgemeine Chemie; Mathematik, Statistik und Datenverarbeitung in Chemie und Pharmazie / Allgemeine Chemie / Gesamtdarstellungen|S412|||;;;;;;;;;;;
Pica2rvk-Export|292|586737944|978-3-11-019447-0; 978-3-11-020360-8|Kurzes Lehrbuch der organischen Chemie||2009|Schrader, Bernhard *1931-* ; ID: gnd/131388347|||VK 5010 [Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher$ABVB]|11-11-09 : l01|Che E 10: 34|201|false|false|false|$ABVB|3. Aufl.|Organische Chemie ; ID: gnd/4043793-0||VK 5010|Chemie und Pharmazie / Organische Chemie / Organische Chemie allgemein / Lehrbücher$ABVB|S377 (3)|||;;;;;;;;;;;;
Pica2rvk-Export|293|577659480|3-527-32476-3; 978-3-527-32476-7|Noch mehr Experimente mit Supermarktprodukten; das Periodensystem als Wegweiser||2009|Schwedt, Georg *1943-* ; ID: gnd/120302233|||VB 2000 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Populärwissenschaftliche Darstellung; Trivialliteratur; Jugendsachbuch]|23-11-09 : l01|Che G 360: 85|0|false|false|false||2., [vollst. überarb. und stark] erw. Aufl.|Produkt ; ID: gnd/4139399-5|||||||;;;;;;;;;
Pica2rvk-Export|294|570517265|978-1-4020-8871-1|Multiple representations in chemical education|Models and modeling in science education$lvol. 4|2009||Gilbert, John K.$BHrsg.||VB 4060 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktisches Lehrmaterial und Arbeitsmittel für: / Hochschulen$ABVB]|21-07-08 : l01|Che G 220: 6|0|false|false|false||1. ed.|||s| |a|Chemistry |a|Study and teaching||||||;;;;;;;;;;;;;;;
Pica2rvk-Export|295|560858337|978-3-86632-879-2; 3-86632-879-6|Einstieg in die Chemie in der Grundschule; Modelle, Versuche und Experimente ; Differenzierung ; Aufgaben mit Lösungen|Elementarwissen in der Grundstufe|2009|Wertenbroch, Wolfgang *1943-* ; ID: gnd/108957829|||DP 5020 [Pädagogik / Didaktik und Methodik des Unterrichts / Didaktik einzelner Sachgebiete und Themen / Einzelne Unterrichtsfächer / Sachunterricht / Einzelne Unterrichtsthemen$ABVB]|01-02-10 : l01|Che H 500: 25|202|false|false|false||1. Aufl.|Grundschule ; ID: gnd/4022349-8||VB 4065||W499|||;;;;;;;;;
Pica2rvk-Export|296|551088621|1-4200-6709-5; 978-1-4200-6709-5; 978-1-4200-6709-5|Conductive electroactive polymers; intelligent polymer systems||2009||Wallace, Gordon G. ; ID: gnd/139372709||VE 9530 [Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Ein- und zweidimensionale Systeme; Organische Leiter / Allgemeines]|20-06-16 : l01|Che E 400: 38|201|false|false|false|Leitfähige Polymere ; ID: gnd/4225135-7|3. ed.|||s| |a|Conducting polymers|VE 9530|Chemie und Pharmazie / Physikalische und theoretische Chemie / Physikalische und Theoretische Chemie allgemein / Ein- und zweidimensionale Systeme; Organische Leiter / Allgemeines|W189 (3)|||;;;;;;;;
Pica2rvk-Export|297|533179955|3-8252-8355-0; 978-3-8252-8355-1|Spektroskopie; eine methodenübergreifende Darstellung vom UV- bis zum NMR-Bereich|UTB$l8355$pChemie, Naturwissenschaften, Medizin|2009|Skrabal, Peter M.|||VG 8901 [Chemie und Pharmazie / Analytische Chemie / Analytische Chemie allgemein / Spektroskopische Methoden insgesamt / Formalschlüssel zur Fachsystematik Chemie / Lehrbücher$AOBV]|03-11-15 : l01|Che C 300: 36|201|false|false|false|$ABVB||Spektroskopie ; ID: gnd/4056138-0||s| |a|Spectrum analysis|VG 8901|Chemie und Pharmazie / Analytische Chemie / Analytische Chemie allgemein / Spektroskopische Methoden insgesamt / Formalschlüssel zur Fachsystematik Chemie / Lehrbücher$AOBV|S629|||;;;;;;;;;;;;
Pica2rvk-Export|298|510939996|0-387-34444-6; 978-0-387-34444-7|Lithium-ion batteries; science and technologies||2009||Yoshio, Masaki$BHrsg.||ZN 8730 [Technik / Elektrotechnik, Elektronik, Nachrichtentechnik / Technische Elektrochemie / Elektrochemische Stromquellen (Galvanische Elemente; Batterien, Trockenbatterien, Akkumulatoren)]|28-08-12 : l01|Che B 500: 22|201|false|false|false|$ABSZ||||s| |a|Lithium cells|VN 6050|Chemie und Pharmazie / Angewandte und technische Chemie / Angewandte und Technische Chemie allgemein / Brennstoffzellen; Brennstoffe Batterien; Angewandte Elektrochemie; Solarzellen; Wasserstoff als Energieträger / Allgemeines|Y65|||;;;;;;;;
"Pica2rvk-Export|299|1617835684|978-3-89959-810-0|Zum Aufbau von Basiskonzepten durch Unterricht nach ""Chemie im Kontext"""; empirische Untersuchungen am Beispiel des Donator-Akzeptor-Konzepts|Studien zur Kontextorientierung im naturwissenschaftlichen Unterricht$lBd. 6|2008|Martensen, Maike||||11-02-09 : l01|Che G 120: 52|0|false|false|false|||Konzeption ; ID: gnd/4204973-8|||||||;;;;;;;;;;;;;
Pica2rvk-Export|300|1616625333|978-3-86523-121-5|Die chemische Formelsprache im Spannungsfeld von Schülerleistung und Lehrererwartungen||2008|Musli, Sebastian|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|11-09-18 : l01|Che G 160: 89|0|false|false|false||1. Aufl.|Schulleistungsmessung ; ID: gnd/4077202-0|||||||;;;;;;;;;;;;;;
Pica2rvk-Export|301|1616058471|978-3-8366-6846-0|Mediendidaktische Aufbereitung naturwissenschaftlicher Inhalte; E-Learning im Chemieunterricht||2008|Mispelbaum, Eric||||29-10-08 : l01|Che G 250: 2|0|false|false|false|||E-Learning ; ID: gnd/4727098-6|||||||;;;;;;;;;;;;;
Pica2rvk-Export|302|161601413X|978-3-7815-1634-2|Kompendium Chemiedidaktik||2008|Anton, Michael A. *1948-* ; ID: gnd/120113430|||VB 4045 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie in der Chemie und Pharmazie insgesamt, Allgemeines]|08-12-08 : l01|Che G 10: 20|0|false|false|false|||Fachdidaktik ; ID: gnd/4123176-4|||||||;;;;;;;;;;;;;
Pica2rvk-Export|303|1616001240|978-3-8325-1982-7|Modelle der Thermohalinen Zirkulation im Unterricht - eine empirische Studie zur Förderung des Modellverständnisses|Studien zum Physik- und Chemielernen$l84|2008|Thiele, Marco J.|||UT 4800 [Physik / Physik der Hydrosphäre - Hydrologie / Ozean-Atmosphäre-Wechselwirkung]|27-10-08 : l01|Che G 160: 90|0|false|false|false|Oberstufe ; ID: gnd/4259045-0||Physikunterricht ; ID: gnd/4045977-9|||||||;;;;;;;;;;;;;
Pica2rvk-Export|304|1614320608|978-3-86523-101-7; 3-86523-101-2|Die Chemie der Orange; ein Experimentalkonzept unter Einschluss von aktivierenden Unterrichtsmethoden||2008|Schnöckelborg, Sandra||||01-08-08 : l01|Che G 160: 88|0|false|false|false|||Unterrichtsmethode ; ID: gnd/4078637-7|||||||;;;;;;;;;;;;
Pica2rvk-Export|305|1614320403|978-3-86523-102-4; 3-86523-102-0|Ernährungserziehung im Chemieunterricht; Unterrichtskonzepte am Beispiel der Kohlenhydrate und Fette||2008|Büdding, Anna|||DP 4620 [Pädagogik / Didaktik und Methodik des Unterrichts / Didaktik einzelner Sachgebiete und Themen / Einzelne Unterrichtsfächer / Naturwissenschaftlicher Unterricht / Einzelne Unterrichtsthemen]|30-07-08 : l01|Che G 160: 87|0|false|false|false|||Unterrichtsmethode ; ID: gnd/4078637-7|||||||;;;;;;;;;;;;
Pica2rvk-Export|306|1614090904|978-3-8325-1919-3|Effektivität von Aufgaben im Chemieunterricht der Sekundarstufe I|Studien zum Physik- und Chemielernen$l76|2008|Tepner, Oliver|||VB 4053 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Didaktik und Methodologie der Chemie und Pharmazie an: / Weiterführende Schulen (Gymnasialmittel- und -unterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|08-07-08 : l01|Che G 140: 6|0|false|false|false|||Fachdidaktik ; ID: gnd/4123176-4|||||||;;;;;;;;;;;;;;
Pica2rvk-Export|307|1612586236|978-3-8309-1977-3; 3-8309-1977-8|Chemie im Kontext; von der Innovation zur nachhaltigen Verbreitung eines Unterrichtskonzepts||2008||Demuth, Reinhard$BHrsg.||VB 4092 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Lern- und Prüfungsprogramme für: / Gymnasialoberstufe, Sekundarstufe 2 (Klasse 11-13)]|29-04-08 : l01|Che G 120: 51|0|false|false|false|||Projekt ; ID: gnd/4115645-6|||||||;;;;;;;;;;;;
Pica2rvk-Export|308|1610592646|978-3-540-76511-0|Basiswissen Biochemie; mit Pathobiochemie,[jetzt mit Fällen]; mit 139 Tab.|Springer-Lehrbuch|2008|Löffler, Georg *1935-* ; ID: gnd/130076643|||WD 4010 [Biologie / Biophysik, Biochemie, Physiologische Chemie / Allgemeine Biochemie, Physiologische Chemie und Bioengineering / Lehrbücher und einführende Werke]|05-02-20 : l01|Che E 500: 62|201|false|false|false|Pathobiochemie ; ID: gnd/4044888-5|7., komplett überarb. Aufl.|Pathobiochemie ; ID: gnd/4044888-5||s| |a|Biochemistry|WD 4010|Biologie / Biophysik, Biochemie, Physiologische Chemie / Allgemeine Biochemie, Physiologische Chemie und Bioengineering / Lehrbücher und einführende Werke|L825 (7)|||;;;;;;;;;;
Pica2rvk-Export|309|1401001564|978-3-580-64015-6|Chemie bis zur 10. Klasse; alle wichtigen Themen [geeignet für G8]|Mentor Grundwissen$l15|2008|Usedom, Andreas$cvon||||06-10-10 : l01|Che G 10: 21|0|false|false|false||[4. Aufl.]|Sekundarstufe 1 ; ID: gnd/4054365-1|||||||;;;;;;;;;;;;;
Pica2rvk-Export|310|1378287274||Experimentelle Aufgabenstellungen im Chemieunterricht|Akademiebericht$l434|2008||Bertram, Freundl|||09-06-10 : l01|Che G 360: 118|0|false|false|false|||Experiment ; ID: gnd/4015999-1|||||||;;;;;;;;;;;;;;
Pica2rvk-Export|311|1358168342||Aufgaben mit gestuften Hilfen für den Chemie-Unterricht; Aufgabensammlung mit Lernhilfen in unterschiedlichen Schwierigkeitsgraden||2008||Stäudel, Lutz *1948-* ; ID: gnd/121138941|||10-04-09 : l02|Che H 500: 24|202|false|false|false||1. Aufl.|||VB 4063||S778|||;;;;;;;;;;;;;
Pica2rvk-Export|312|1355748577|978-3-8142-2130-4|2005, 2006, 2007||2008|||||19-09-08 : l01|Che F 700: 39,8|0|false|false|false||||||||Die @Chemie im Spiegel einer Tageszeitung$hBis, Bibliotheks- und Informationssystem der Universität Oldenburg. Peter Haupt$l8||;;;;;;;;;;;;;;;
Pica2rvk-Export|313|1355368790|978-3-7614-2388-2|Funktionelle Gruppen, Fette, Farbstoffe||2008||Glöckner, Wolfgang *1927-2015* ; ID: gnd/136360483$BHrsg.|||03-09-08 : l01|Che G 300: 4,10|0|false|false|false|Sekundarstufe 2 ; ID: gnd/4054367-5|||||||Handbuch der experimentellen Chemie$hHrsg.: Wolfgang Glöckner ... Autoren: Hans Joachim Bader ...$lBd. 10||;;;;;;;;;;;;;
Pica2rvk-Export|314|1353417026|978-3-7614-2380-6|Säuren - Basen / Laugen||2008||Freytag, Kurt|||10-05-12 : l01|Che G 5: 2,4/1|0|false|false|false||||||||Handbuch des Chemieunterrichts$l4/1||;;;;;;;;;;;;;;;
Pica2rvk-Export|315|1350598100|978-3-7614-2550-3|Salze||2008|Büttner, Dietrich|||VB 4093 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Didaktik und Methodologie in der Chemie und Pharmazie allgemein / Lern- und Prüfungsprogramme für: / Weiterführende Schulen (Gymnasialmittel- und Gymnasialunterstufe, Realschulen), Sekundarstufe 1 (Klasse 5-10)]|21-01-15 : l01|Che G 160: 57,4|0|false|false|false|Sekundarstufe 1 ; ID: gnd/4054365-1|2., verb. Aufl.|Sekundarstufe 1 ; ID: gnd/4054365-1|||||Unterricht Chemie$hHrsg.: Heinz Schmidkunz ...$lBand 4||;;;;;;;;;;;;;
Pica2rvk-Export|316|636405141|978-3-527-31789-9|Die Welt der Elemente; die Elemente der Welt||2008|Quadbeck-Seeger, Hans-Jürgen *1939-* ; ID: gnd/121311821|||VB 2400 [Chemie und Pharmazie / Bibliografien und Nachschlagewerke, Geschichte und Didaktik der Chemie und Pharmazie, Betriebssicherheit / Geschichte der Chemie und Pharmazie / Geschichte einzelner Probleme und Teilgebiete der Chemie und Pharmazie / Formalschlüssel zur Fachsystematik Chemie / Allgemeines]|23-11-09 : l01|Che D 300: 31|202|false|false|false|$ABVB|1. Aufl., 1. Nachdr.|Stoffeigenschaft ; ID: gnd/4192147-1||VH 5000||Q1|||;;;;;;;;;;;;
